year,mode,vpin,ml,end_equity,profit_usd,return_pct,trades,win_rate,max_dd_pct,buy_hold_pct
2019,short_only,False,False,99583.35053949482,-416.64946050518483,-0.4166494605051807,42,21.428571428571427,-1.489549000992585,94.60716034089648
2020,short_only,False,False,101459.94297366242,1459.9429736624152,1.4599429736624092,35,22.857142857142858,-2.499108340807954,302.78165763121143
2021,short_only,False,False,100403.96647038074,403.9664703807357,0.4039664703807455,28,17.857142857142858,-1.8754260140652068,60.738884560808
2022,short_only,False,False,98631.21412479793,-1368.7858752020693,-1.368785875202072,53,20.754716981132077,-1.7975193271049683,-64.29634397100438
2024,short_only,False,False,99817.98842456083,-182.0115754391736,-0.18201157543917823,24,20.833333333333332,-1.047015211925506,120.24100922613444
2025,short_only,False,False,101121.72336980615,1121.7233698061464,1.121723369806138,31,32.25806451612903,-1.1805066360631944,-6.4149103668332375
