year,plain_$,plain_%,plain_n,buy_hold_pct,vpin_$,vpin_%,vpin_n,auto_$,auto_%,auto_n
2019,-416.6494605051848,-0.4166494605051807,42,94.60716034089648,-17.458409468701575,-0.0174584094687069,36,-1128.0504085945286,-1.1280504085945275,33
2020,1459.9429736624152,1.4599429736624092,35,302.78165763121143,987.3149071029912,0.9873149071029984,31,1329.017372000162,1.329017372000152,27
2021,403.9664703807357,0.4039664703807455,28,60.738884560808,282.8472662310669,0.2828472662310677,21,-2529.974920631721,-2.529974920631717,25
2022,-1368.7858752020693,-1.368785875202072,53,-64.29634397100438,-1281.795256573474,-1.2817952565734705,45,-1434.0553344064683,-1.43405533440647,43
2024,-182.0115754391736,-0.1820115754391782,24,120.24100922613444,59.33472845827055,0.0593347284582712,23,-683.9294382988155,-0.6839294382988137,31
2025,1121.7233698061464,1.121723369806138,31,-6.4149103668332375,500.03239287664474,0.500032392876637,29,201.9799303195614,0.2019799303195624,38
